ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: woostify_product_video_metabox,Handle,Images,Attribute 1 name,Attribute 2 name,Attribute 3 name,Attribute 1 value(s),Attribute 2 value(s),Attribute 3 value(s),Attribute 1 default,Attribute 2 default,Attribute 3 default,Attribute 1 visible,Attribute 2 visible,Attribute 3 visible,Attribute 1 global,Attribute 2 global,Attribute 3 global,Download 1 name,Download 1 URL
0100675,variable,0100675-P,"Alme Dining Table, Black Base",1,1,visible,Alme dining table's versatility makes the perfect addition to your home. Boasting with the delicate marble tabletop and stainless steel. Inject modern charm into your dining room with this stylish piece!,"<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"">Product name</td>
<td>Alme Dining Table</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Material</td>
<td>Sintered Stone, Metal</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Color</td>
<td>White and Black<br>
</td>
</tr>
<tr>
<td style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>Yes, Legs to be fitted</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
</tbody>
</table>
</div>
<audio class=""audio-for-speech""></audio>
<div class=""translate-tooltip-mtz hidden"">
<div class=""header"">
<div class=""header-controls"">
<span class=""sound-translate""></span> <span class=""settings""></span>
</div>
<div class=""translate-icons""></div>
</div>
</div>
<div class=""translate-tooltip-mtz hidden"">
<div class=""header""></div>
<div class=""translated-text"">
<div class=""words""></div>
<div class=""sentences""></div>
</div>
</div>
<span class=""translate-button-mtz hidden""></span>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><img src=""https://i.ibb.co/frnzsBY/3.jpg"" width=""554"" height=""6580""></div>",,,taxable,standard,1,9.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,799.0,,"dining table on sale, modern, modern dining table",,,,,,,,,Buy Now,1,,alme-dining-table,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/alme-dining-table-weilai-concept-weilai-concept.jpg?v=1676764742,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/alme-dining-table-weilai-concept-weilai-concept-2.jpg?v=1676764743,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/alme-dining-table-weilai-concept-weilai-concept-3.jpg?v=1676764745,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/alme-dining-table-weilai-concept-weilai-concept-4.jpg?v=1676764747",Marble Top,,,"1,2,3,4",,,,,,1,1,1,1,1,1,,
0100676,variable,0100676-P,Amsterdam Dining Table,1,1,visible,"Amsterdam dining table is made by marble top with the artistic texture, and it will showcase sophisticated natural aesthetics and add an elegant touch to any space. Also,  Amsterdam dining table is easier to wipe and clean.","<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"">Product name</td>
<td>Amsterdam Dining Table</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Material</td>
<td>
<span data-mce-fragment=""1"">Sintered Stone</span>, Metal</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Color</td>
<td>White and Black<br>
</td>
</tr>
<tr>
<td style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>Yes, Legs to be fitted</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Delivery</td>
<td>2-3 days to UK addresses, 4-5 days to EU addresses</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Notice</td>
<td><span>The slight color difference may not be avoided between batches and devices</span></td>
</tr>
</tbody>
</table>
</div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><img src=""https://i.ibb.co/SXDkLtB/3.jpg""></div>",,,taxable,standard,1,21.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,699.0,,"dining table on sale, Express Shipping (Dining Table), modern, modern dining table",,,,,,,,,Buy Now,1,,amsterdam-dining-table,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/amsterdam-dining-table-weilai-concept-weilai-concept.jpg?v=1689621318,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/amsterdam-dining-table-weilai-concept-weilai-concept-4.jpg?v=1689621318,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/amsterdam-dining-table-weilai-concept-weilai-concept-2.jpg?v=1689069448,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/amsterdam-dining-table-weilai-concept-weilai-concept-3.jpg?v=1689069448",Size,,,"160cm,180cm,200cm",,,,,,1,1,1,1,1,1,,
0100677,variable,0100677-P,Malvern Dining Table,1,1,visible,"This dining table combines a white marble top with a sleek gold stainless steel base to offer a sophisticated styling to your home's decor. Besides, it is able to accommodate 6 to 8 people for family togetherness, stylish and functional.","<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"" data-mce-style=""font-weight: bold;"">Product name</td>
<td>Malvern Dining Table</td>
</tr>
<tr>
<td style=""font-weight: bold;"" data-mce-style=""font-weight: bold;"">Material</td>
<td>
<span data-mce-fragment=""1"">Sintered Stone</span>, Painted Steel</td>
</tr>
<tr>
<td style=""font-weight: bold;"" data-mce-style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"" data-mce-style=""font-weight: bold;"">Color</td>
<td>
<span data-mce-fragment=""1"">White and</span> Black<br>
</td>
</tr>
<tr>
<td style=""font-weight: bold;"" data-mce-style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>Yes, Legs to be fitted</td>
</tr>
<tr>
<td style=""font-weight: bold;"" data-mce-style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"" data-mce-style=""font-weight: bold;"">Delivery</td>
<td>2-3 days to UK addresses, 4-5 days to EU addresses</td>
</tr>
<tr>
<td style=""font-weight: bold;"" data-mce-style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
</tbody>
</table>
</div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><img src=""https://i.ibb.co/rfqZMVY/3.jpg""></div>",,,taxable,standard,1,21.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,559.0,,"dining table on sale, modern dining table",,,,,,,,,Buy Now,1,,malvern-dining-table,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/malvern-dining-table-weilai-concept-weilai-concept.jpg?v=1676764742,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/malvern-dining-table-weilai-concept-weilai-concept-2.jpg?v=1676764743,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/malvern-dining-table-weilai-concept-weilai-concept-3.jpg?v=1676764745,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/malvern-dining-table-weilai-concept-weilai-concept-4.jpg?v=1676764747",Size,,,"140*80cm,160*80cm,180*90cm",,,,,,1,1,1,1,1,1,,
0100678,variable,0100678-P,Keaton Three Seater Sofa,1,1,visible,"Simple and relaxed, this dark brown leather sofa is the perfect combination between style and comfort. Crafted from high quality genuine leather, the sofa is durable and easy to clean. ","<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"">Product name</td>
<td>Keaton Three Seater Sofa</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Material</td>
<td>Leather, High Density Spong, Painted Steel</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Color</td>
<td>Brown, White, Tan</td>
</tr>
<tr>
<td style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>No</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Delivery</td>
<td>2-3 days to UK addresses, 4-5 days to EU addresses</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
</tbody>
</table>
</div>
<audio class=""audio-for-speech""></audio>
<div class=""translate-tooltip-mtz hidden"">
<div class=""header"">
<div class=""header-controls"">
<span class=""sound-translate""></span> <span class=""settings""></span>
</div>
<div class=""translate-icons""><img class=""to""></div>
</div>
</div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><img src=""https://i.ibb.co/vsK41Y6/3-1-1.jpg""></div>",,,taxable,standard,1,17.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,1599.0,,"brown, tan, white",,,,,,,,,Buy Now,1,,keaton-three-seater-sofa-real-leather,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/keaton-three-seater-sofa-real-leather-weilai-concept-weilai-concept.jpg?v=1676764732,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/keaton-three-seater-sofa-real-leather-weilai-concept-weilai-concept-2.jpg?v=1676764734,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/keaton-three-seater-sofa-real-leather-weilai-concept-weilai-concept-3.jpg?v=1676764736,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/keaton-three-seater-sofa-real-leather-weilai-concept-weilai-concept-4.jpg?v=1676764737,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/WechatIMG1446_98141525-f889-4c96-89be-ce319b1a4aee.png?v=1676764740",Color,Size,,"Brown,Tan,White","Three Seater Sofa,Three Seater Corner Sofa",,,,,1,1,1,1,1,1,,
0100679,variable,0100679-P,"Nauta TV Stand, Red",1,1,visible,"This red TV stand is perfect for those who want to liven up their living space with a pop of color. Featuring a nordic inspired design, this Tv stand has 3D geometric patterns on the cabinet doors and will bring a modern and minimalist flair to your home.","<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"">Product name</td>
<td>Nauta TV Stand, Red</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Material</td>
<td>Painted Steel, MDF</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Color</td>
<td>Red</td>
</tr>
<tr>
<td style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>Yes, Legs to be fitted</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Delivery</td>
<td>2-3 days to UK addresses, 4-5 days to EU addresses</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
</tbody>
</table>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><img src=""https://i.ibb.co/HH40Qz1/3.jpg""></div>
</div>",,,taxable,standard,1,21.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,669.0,,modern,,,,,,,,,Buy Now,1,,nauta-tv-stand-red,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/nauta-tv-stand-red-weilai-concept-weilai-concept.jpg?v=1676764732,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/nauta-tv-stand-red-weilai-concept-weilai-concept-2.jpg?v=1676764734,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/nauta-tv-stand-red-weilai-concept-weilai-concept-3.jpg?v=1676764736,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/nauta-tv-stand-red-weilai-concept-weilai-concept-4.jpg?v=1676764738",Title,,,Default Title,,,,,,1,1,1,1,1,1,,
0100680,variable,0100680-P,Chaplin Nesting Coffee Table Set,1,1,visible,,"<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"">Product name</td>
<td>Chaplin Nesting Coffee Table Set</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Material</td>
<td>Plywood</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Color</td>
<td>Light Brown, Black Brown</td>
</tr>
<tr>
<td style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>Yes, Legs to be fitted</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Delivery</td>
<td>2-3 days to UK addresses, 4-5 days to EU addresses</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
</tbody>
</table>
</div>
<div style=""text-align: center;""></div>
<div><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://i.ibb.co/XDZ6jwt/3.jpg""></div>",,,taxable,standard,1,15.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,569.0,,modern,,,,,,,,,Buy Now,1,,chaplin-nesting-coffee-table,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/chaplin-nesting-coffee-table-set-weilai-concept-weilai-concept.jpg?v=1676764732,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/chaplin-nesting-coffee-table-set-weilai-concept-weilai-concept-2.jpg?v=1676764734,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/chaplin-nesting-coffee-table-set-weilai-concept-weilai-concept-3.jpg?v=1676764735,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/chaplin-nesting-coffee-table-set-weilai-concept-weilai-concept-4.jpg?v=1676764737",Title,,,Default Title,,,,,,1,1,1,1,1,1,,
0100681,variable,0100681-P,"CASA TV Stand, White And Green",1,1,visible,"Drawing inspiration from minimalism, this modern white TV stand is elegant and modern. Featuring a white exterior accented with mint green shelves to bring a pop of color. ","<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"">Product name</td>
<td>CASA TV Stand, White And Green</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Material</td>
<td>MDF, Metal, Wood</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Color</td>
<td>White And Green</td>
</tr>
<tr>
<td style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>Yes, Legs to be fitted</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Delivery</td>
<td>2-3 days to UK addresses, 4-5 days to EU addresses</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
</tbody>
</table>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><img src=""https://i.ibb.co/y0ZwF2P/3.jpg""></div>
</div>",,,taxable,standard,1,15.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,599.0,,modern,,,,,,,,,Buy Now,1,,casa-tv-stand-white-and-green,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/casa-tv-stand-white-and-green-weilai-concept-weilai-concept.jpg?v=1676764732,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/casa-tv-stand-white-and-green-weilai-concept-weilai-concept-2.jpg?v=1676764734,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/casa-tv-stand-white-and-green-weilai-concept-weilai-concept-3.jpg?v=1676764736,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/casa-tv-stand-white-and-green-weilai-concept-weilai-concept-4.jpg?v=1676764737",Title,,,Default Title,,,,,,1,1,1,1,1,1,,
0100682,variable,0100682-P,"Cane Rattan Armchair, Velvet",1,1,visible,"Experience the perfect blend of comfort and style with our Cane Rattan Armchair. This remarkable piece, available in an array of colors, effortlessly combines the rustic charm of a rattan armchair with the plush luxury of a velvet armchair. Indulge in the superior comfort of our grey velvet armchairs / orange velvet armchair, or choose from our other color options to match your decor. Find the perfect accent for your home in our versatile and stylish armchair collection today.","<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"">Product name</td>
<td>Cane Rattan Armchair, Velvet</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Material</td>
<td>
<span data-mce-fragment=""1"">Velvet</span>, Rattan, Wood</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Color</td>
<td>Red, Yellow, Blue, Black<br>
</td>
</tr>
<tr>
<td style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>No</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Delivery</td>
<td>2-3 days to UK addresses, 4-5 days to EU addresses</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
</tbody>
</table>
<audio class=""audio-for-speech""></audio>
<div class=""translate-tooltip-mtz hidden"">
<div class=""header"">
<div class=""header-controls"">
<span class=""sound-translate""></span> <span class=""settings""></span>
</div>
<div class=""translate-icons""></div>
</div>
</div>
<div><img data-mce-fragment=""1"" src=""https://i.ibb.co/G0LQByb/3.jpg"" style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-src=""https://i.ibb.co/G0LQByb/3.jpg""></div>
</div>",,,taxable,standard,1,23.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,569.0,,"art style, Black, blue, garden, modern, modern rattan armchair, new trend, rattan armchair, rattan cane armchair, red, yellow",,,,,,,,,Buy Now,1,,cane-rattan-armchair-velvet,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/cane-rattan-armchair-velvet-weilai-concept-weilai-concept.jpg?v=1676764732,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/cane-rattan-armchair-velvet-weilai-concept-weilai-concept-2.jpg?v=1676764734,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/cane-rattan-armchair-velvet-weilai-concept-weilai-concept-3.jpg?v=1676764736,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/cane-rattan-armchair-velvet-weilai-concept-weilai-concept-4.jpg?v=1676764738",Color,Size,,"Red,Black,Blue,Yellow","Armchair,Two Seater",,,,,1,1,1,1,1,1,,
0100683,variable,0100683-P,Aviator Pilot Armchair,1,1,visible,"This unique button back armchair combines modern industrial elements with a classic retro design. Featuring raw metal and leather exterior, this one of a kind armchair brings both rustic vintage vibes as well as a modern flair. ","<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"">Product name</td>
<td>Aviator Pilot Armchair</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Material</td>
<td>MDF, Aluminum, Old Wax Leather</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Color</td>
<td>Orange</td>
</tr>
<tr>
<td style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>Yes</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Delivery</td>
<td>2-3 days to UK addresses, 4-5 days to EU addresses</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
</tbody>
</table>
</div>
<div style=""text-align: center;""><a title=""Aviator Pilot Armchair"" href=""www.weilaiconcept.com""></a></div>
<div><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://i.ibb.co/Qd9jFbY/3.jpg"" data-mce-fragment=""1"" data-mce-src=""https://i.ibb.co/Qd9jFbY/3.jpg""></div>",,,taxable,standard,1,9.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,589.0,,"Aviator Pilot Armchair, brown",,,,,,,,,Buy Now,1,,aviator-pilot-armchair,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/aviator-polit-armchair-distressed-leather-weilai-concept-weilai-concept.jpg?v=1676764725,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/aviator-polit-armchair-distressed-leather-weilai-concept-weilai-concept-2.jpg?v=1676764727,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/aviator-polit-armchair-distressed-leather-weilai-concept-weilai-concept-3.jpg?v=1676764728,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/aviator-polit-armchair-distressed-leather-weilai-concept-weilai-concept-4.jpg?v=1676764730",Title,,,Default Title,,,,,,1,1,1,1,1,1,,
0100684,variable,0100684-P,"The Hans Wegner CH2Dining Chair, Oak/ Black Leather",1,1,visible,The Hans Wegner CH2 Dining chair is a neat chair that offers both style and comfort. These oak chairs have a timeless minimalist design that is sure to be the perfect decor for any dining room. It provides great support for the back and spine.,"<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"">Product name</td>
<td>The Hans Wegner CH2 Dining Chair</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Material</td>
<td>Solid Wood, Leather</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Color</td>
<td>Black and Oak<br>
</td>
</tr>
<tr>
<td style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>No</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Delivery</td>
<td>2-3 days to UK addresses, 4-5 days to EU addresses</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
</tbody>
</table>
</div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><img src=""https://i.ibb.co/MfG6FHp/3.jpg""></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;"">-</div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;"">Hans Wegner Dining Chair, Oak/ Black Leather</div>
<p><br></p>",,,taxable,standard,1,15.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,239.0,,,,,,,,,,,Buy Now,1,,the-hans-wegner-ch2-dining-chair-oak-black-leather,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/hans-wegner-ch2-dining-chair-oak-black-leather-weilai-concept-weilai-concept.jpg?v=1676764725,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/hans-wegner-ch2-dining-chair-oak-black-leather-weilai-concept-weilai-concept-2.jpg?v=1676764726,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/hans-wegner-ch2-dining-chair-oak-black-leather-weilai-concept-weilai-concept-3.jpg?v=1676764728,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/hans-wegner-ch2-dining-chair-oak-black-leather-weilai-concept-weilai-concept-4.jpg?v=1676764730",Title,,,Default Title,,,,,,1,1,1,1,1,1,,
0100685,variable,0100685-P,"Hans Wegner CH25 Easy Chair, Rattan & Ash",1,1,visible,"The Hans Wegner easy chair, designed in the 1950s, is a tiny chair with a timeless and elegant style. It adds a calm atmosphere to your home while also providing comfort and durability.","<div class=""productdescription"">
<table>
<tbody>
<tr>
<td style=""font-weight: bold;"">Product name</td>
<td>Hans Wegner CH25 Easy Chair, Rattan &amp; Ash</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Material</td>
<td><span>Rattan &amp; Ash, Wood </span></td>
</tr>
<tr>
<td style=""font-weight: bold;"">Dimensions</td>
<td>More details below</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Color</td>
<td><span>Ash Wood, Black, Orange</span></td>
</tr>
<tr>
<td style=""font-weight: bold;"">
<meta charset=""utf-8"">Assembly Need</td>
<td>Yes, Legs to be fitted</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Caring instructions</td>
<td>Wipe with a damp cloth if necessary</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Delivery</td>
<td>2-3 days to UK addresses, 4-5 days to EU addresses</td>
</tr>
<tr>
<td style=""font-weight: bold;"">Style</td>
<td>Contemporary &amp; Modern</td>
</tr>
</tbody>
</table>
<audio class=""audio-for-speech""></audio>
<div class=""translate-tooltip-mtz hidden"">
<div class=""header"">
<div class=""header-controls"">
<span class=""sound-translate""></span> <span class=""settings""></span>
</div>
<div class=""translate-icons""></div>
</div>
</div>
<div><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://i.ibb.co/CJQ5H5V/3.jpg"" data-mce-fragment=""1"" data-mce-src=""https://i.ibb.co/CJQ5H5V/3.jpg""></div>
</div>",,,taxable,standard,1,15.0,5,notify,1,0.0,1,1,1,1,Thanks for buying,,499.0,,"armchair, chair, garden, new trend, oak",,,,,,,,,Buy Now,1,,hans-wegner-ch25-easy-chair-1,"https://cdn.shopify.com/s/files/1/0324/8268/9157/products/hans-wegner-ch27-armchair-oak-weilai-concept-ash-wood--weilai-concept.jpg?v=1689068420,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/hans-wegner-ch27-armchair-oak-weilai-concept-weilai-concept-2.jpg?v=1676764726,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/hans-wegner-ch27-armchair-oak-weilai-concept-black--weilai-concept-3.jpg?v=1676764728,https://cdn.shopify.com/s/files/1/0324/8268/9157/products/hans-wegner-ch27-armchair-oak-weilai-concept-orange--weilai-concept-4.jpg?v=1676764730",Color,,,"Ash Wood,Black,Orange",,,,,,1,1,1,1,1,1,,
